Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-A2-A4S1	TCGA-AO-A125	TCGA-AC-A3W5	TCGA-LQ-A4E4	TCGA-A7-A425	TCGA-EW-A1J6	TCGA-E2-A105	TCGA-GM-A5PX	TCGA-LL-A5YM	TCGA-E2-A14W	TCGA-A7-A56D	TCGA-E2-A576	TCGA-OL-A5D6	TCGA-D8-A4Z1	TCGA-OL-A66P	TCGA-LL-A6FP	TCGA-E2-A1LE	TCGA-OL-A66K	TCGA-UL-AAZ6	TCGA-E2-A14S	TCGA-W8-A86G	TCGA-BH-A0DS	TCGA-B6-A40B	TCGA-BH-A42U	TCGA-AC-A3W6	TCGA-AC-A3YJ	TCGA-OL-A66L	TCGA-E2-A2P5	TCGA-E9-A3Q9	TCGA-E9-A5FL	TCGA-AN-A03Y	TCGA-OL-A5D7	TCGA-BH-A0EE	TCGA-E2-A2P6	TCGA-AC-A3TN	TCGA-E2-A14O	TCGA-AO-A1KQ	TCGA-AC-A8OP	TCGA-E2-A572	TCGA-A2-A0CO	TCGA-C8-A131	TCGA-OL-A97C	TCGA-E2-A1IF	TCGA-BH-A42T	TCGA-GM-A2D9	TCGA-V7-A7HQ	TCGA-A2-A04N	TCGA-LL-A6FQ	TCGA-OL-A66J	TCGA-PE-A5DC	TCGA-AC-A3W7	TCGA-LD-A9QF	TCGA-BH-A0E6	TCGA-AC-A62Y	TCGA-S3-AA12	TCGA-AC-A3YI	TCGA-OL-A66H	TCGA-B6-A0I1	TCGA-AC-A3QP	TCGA-LD-A74U	TCGA-AO-A1KP	TCGA-LL-A9Q3	TCGA-S3-AA11	TCGA-XX-A89A	TCGA-A7-A3IY	TCGA-B6-A0IO	TCGA-E9-A54X	TCGA-E2-A14U	TCGA-LL-A7T0	TCGA-E2-A1B4	TCGA-GM-A3NY	TCGA-LL-A50Y	TCGA-D8-A73U	TCGA-AO-A0J3	TCGA-GM-A4E0	TCGA-A8-A09M	TCGA-AC-A5XS	TCGA-AC-A8OS	TCGA-EW-A423	TCGA-OL-A5S0	TCGA-E2-A9RU	TCGA-WT-AB44	TCGA-E2-A56Z	TCGA-BH-A8FY	
Deletion Peak  2 - CN values	1p36.11 	chr1:25419577-25960071(probes 12415:12663)          	chr1:25791903-25911582(probes 12573:12628)          	chr1:1-35906266(probes 1:17688)                      	1.3526e-06	 2.7103e-05		Actual Copy Change Given	0.10379	0.0075816	-0.14456	-0.77473	0.0091705	-0.56376	-0.033147	-0.013815	-0.72835	0.065656	-0.6237	-1.1202	0.018803	0.0075	0.0034687	-0.53348	0.022975	-0.3224	-0.63519	0.033831	0.011768	-0.013278	-0.48882	-0.089532	0.022304	-0.0092666	-0.0031859	-0.39875	-0.015558	-0.0078863	-0.46621	0.068235	0.27395	-0.87751	0.011958	-0.43641	-0.40981	-0.33087	-0.14616	0.080312	-0.19762	0.0018546	0.0056919	-0.65015	-0.011198	0.025391	0.035947	-0.013175	-0.60586	-0.6617	0.078871	-0.18093	-0.29303	-0.045364	-0.0030475	0.0016642	0.0020805	-0.73345	0.0030522	-0.00078582	-0.84971	-0.07067	-0.0021868	-0.5095	0	-0.20349	0.072396	0.0049969	-0.69432	0.0056856	-0.6465	0.012097	-0.20069	-0.49363	-0.24679	-0.48827	-0.49766	0.030169	-0.48316	-0.25673	0.03601	-0.70818	-0.044009	-0.0055375	
Deletion Peak  3 - CN values	1p22.1  	chr1:81512556-115926769(probes 45340:66322)        	chr1:91679171-91907379(probes 51980:52092)          	chr1:91483784-93487911(probes 51827:52818)          	0.062224	   0.062224		Actual Copy Change Given	-0.22922	-0.001926	0.23798	0.039478	-0.021098	-0.54089	-0.006244	-0.0023553	-0.67144	-0.017666	-0.24624	-0.73541	0.0043021	0.0075	-0.0059522	-0.56853	-0.0034627	-0.28952	-0.61489	-0.021098	-0.0029091	-0.087049	-0.5335	-0.089532	-0.0063668	-0.0092666	-0.0031859	-0.4806	0.0015255	-0.28988	-0.54128	-0.35203	0.27395	-0.0011087	-0.020824	-0.43094	-0.43344	-0.27416	-0.37352	-0.4787	-0.21379	0.0018546	0.0056919	-0.68824	-0.011198	-0.0030469	-0.00081264	-0.013175	0.0030393	0.0048579	-0.010922	0.0026357	0.23821	-0.0047079	-0.0030475	0.0016642	0.0020805	0.018803	0.0030522	-0.00078582	-0.87158	-0.37065	-0.0021868	-0.25636	0	-0.61508	-0.0078863	0.0049969	0.014051	0.0056856	-0.69983	-0.0048755	-0.20069	-0.56925	-0.0026322	0.15696	0.015317	0	0.39989	0.17016	0.5403	-0.7603	-0.54714	-0.0055375	
Deletion Peak  4 - CN values	2q37.3  	chr2:232169786-242193529(probes 258694:264464)    	chr2:237365501-241359394(probes 262141:264357)    	chr2:232328859-242193529(probes 258766:264464)    	0.0077203	  0.0077203		Actual Copy Change Given	0.041018	0	-0.74299	0.10512	0	-0.53409	-0.003063	0.00069327	-0.079077	0.063652	-0.44038	0.066049	-0.012851	-0.0019399	-0.022332	0.044999	0.49083	0	-0.25055	0.011679	-0.0029091	-0.0048461	-0.0047405	0.0015615	-0.0039263	-0.0008316	-0.0031859	-0.41971	0.0043021	-0.25914	-0.48218	-0.62303	-0.25998	0.026514	0.0052749	-0.4462	-0.42156	0.0033299	-0.1748	-0.049643	0.39463	0.0068561	-0.0019399	0.082235	-0.00055444	0.02792	-0.00055444	0	-0.00055444	-0.58284	0.039761	0.00041593	-0.10126	0.34795	0.0048579	0.016845	-0.0010951	-0.35088	-0.0034627	0.0019504	0.049256	0	0.00087054	-0.23043	0.00458	0.17422	0.048688	0	-0.32855	-0.0047141	0.011539	-0.012422	-0.0014651	-0.53979	-0.23031	-0.66763	-0.024348	0.0022193	-0.45118	-0.27308	-0.059673	0.07369	0.019363	0	
Deletion Peak  5 - CN values	3p22.1  	chr3:17154445-87279214(probes 273867:314745)        	chr3:42488452-42540187(probes 288938:288968)        	chr3:42497023-42546159(probes 288941:288972)        	0.092372	    0.09189		Actual Copy Change Given	-0.52001	-0.010708	-0.2589	0.050677	0.47375	-0.56077	-0.008592	0	0.1607	-0.65873	-0.6369	-0.50139	0.0028485	-0.0040162	0.27253	0.039054	-0.53591	-0.29827	-0.59776	0.0020805	-0.0053992	0.3743	-0.019758	0.005172	-0.0023553	-0.0044312	0.003191	0.020343	0.0056919	-0.26083	0.40061	0.25433	0	0	0.011679	0.28834	-0.43799	0.077542	-1.2929	0.049682	-0.015329	0.0036592	0	-0.6964	0.0044411	-0.019451	0	-0.011522	-0.0089906	-0.67141	-0.0044312	-0.001479	0.0019966	0	0.0044411	0.00055459	-0.00069303	0.018383	-0.005261	8.588e-06	0.0019418	-0.7474	-0.64929	-0.2531	-0.2308	0.0086135	-0.007472	-0.0020784	-0.6907	-0.00069533	-0.70262	-0.0015243	0.0056123	-0.574	0.0034687	-0.65473	-0.47585	0.0095883	-0.46305	-0.25998	-0.3567	-0.013127	-0.18156	-0.019177	
Deletion Peak  6 - CN values	4q35.2  	chr4:1-190214555(probes 372523:476996)              	chr4:186264232-186295233(probes 476066:476099)    	chr4:186279438-186280056(probes 476083:476084)    	0.24533	    0.24343		Actual Copy Change Given	0.074392	-0.018644	0.7835	0.037782	-0.026769	0.010703	0.00040045	0.010703	-0.27774	0.049682	-0.62112	-0.039972	-0.007472	-0.0056757	0.0026357	0.023847	0.011121	-0.32019	-0.63821	0.63956	-0.0087146	-0.097891	-0.13261	-0.063719	-0.0078863	0.00041593	0.0057934	0.0026357	0.0043021	-0.0094046	-0.058596	-0.6122	0.015308	0.00013863	-0.015604	-0.46195	-0.061017	0.0049341	-0.031676	0.10848	0.066658	-0.01682	-0.010017	0.035524	-0.0047079	0.012656	-0.007472	-0.015928	-0.0023553	0.0020805	0.01419	0	-0.31938	-0.39847	0.019083	-0.0033997	-0.0094046	-0.34962	-0.0063668	-0.0074634	-0.023155	-0.018996	0	0.025531	0.0087528	-0.13893	-0.022407	-0.00097017	0.013772	-0.012582	0.0038854	-0.0093825	-0.20952	1.0073	-0.0085766	0.31948	-0.44888	0.022304	-0.061699	-0.69336	-0.044415	-0.36793	-0.073871	-0.012162	
Deletion Peak  7 - CN values	6q16.2  	chr6:72215158-113652193(probes 619292:642936)      	chr6:99914150-100082811(probes 634734:634811)      	chr6:77391661-112853062(probes 622327:642397)      	0.0062004	  0.0084464		Actual Copy Change Given	0.036354	-0.019452	-0.1985	-0.019062	0.4657	-0.5493	0	-0.0031056	-0.66929	-0.059269	0.080591	0.0043238	-0.005261	-0.0023553	-0.0076613	-0.00013862	-0.53683	0.038206	-0.00041585	-0.84803	-0.0080244	-0.55126	0.077272	-0.00079562	-0.0099515	0	-0.5939	0.41563	0.0062481	-0.0084385	0.35675	0.31498	-0.0089906	-0.8409	-0.017666	-0.083333	-0.44545	-0.28548	-0.55528	-0.072808	-0.13589	-0.0068071	-0.0082755	0	-0.00097017	-0.23459	-0.0048461	-0.019637	0	-0.68396	-0.016154	-0.16447	0.14375	0.026795	-0.96143	-0.0049844	-0.0023553	0.03031	-0.0029091	-0.0060818	-0.5716	-0.73958	-0.0059333	0.0011093	-0.36352	0.24202	-0.015879	0.0022193	0.28345	-0.008803	-0.011473	-0.00798	0.0039448	-0.59158	-0.0023553	-0.67325	-0.35874	-0.016429	0.39723	0.21699	-0.60767	0.028903	-0.099502	-0.018444	
Deletion Peak  8 - CN values	6q22.1  	chr6:102069225-128884476(probes 635941:651316)    	chr6:116037296-116132897(probes 644239:644278)    	chr6:115988404-116322937(probes 644212:644383)    	0.11901	    0.17703		Actual Copy Change Given	0.036354	-0.019452	-0.1985	-0.019062	0.4657	-0.54381	0	-0.0031056	-0.66929	-0.66642	0.080591	0.0043238	-0.007551	-0.0023553	-0.0076613	-0.0030492	-0.03095	0.0056146	0.0034687	-0.8154	-0.0080244	-0.08803	0.077272	-0.00079562	-0.0099515	0	-0.60129	0.45683	0.0032844	-0.0084385	0.35528	-0.17259	-0.0089906	-0.82635	-0.017666	-0.09089	0.15621	-0.28548	-0.59651	-0.072808	-0.13173	-0.0068071	-0.0082755	-0.033436	-0.00097017	-0.24034	-0.0048461	-0.019637	0	-0.68396	-0.016154	-0.16447	0.14375	0.046275	-0.96143	-0.0049844	-0.0023553	0.036512	-0.0029091	-0.0060818	-0.041702	-0.72765	-0.0059333	0.0011093	-0.35943	0.24202	-0.015879	0.0022193	0.28345	-0.008803	-0.011473	-0.012162	0.0039448	-0.59158	-0.0023553	0.047552	-0.35874	-0.016429	0.39723	0.21699	-0.60931	0.00597	-0.091023	-0.020239	
Deletion Peak  9 - CN values	6q23.3  	chr6:1-170805979(probes 578903:677023)              	chr6:135848539-136198276(probes 656129:656417)    	chr6:136022125-136024657(probes 656274:656275)    	0.18874	    0.24343		Actual Copy Change Given	0.036354	-0.019452	-0.34148	-0.034768	0.4657	-0.54381	0	-0.0031056	-0.69848	-0.095162	0.080591	0.0043238	-0.0047097	-0.0023553	-0.0076613	-0.0030492	-0.56684	0.031801	-0.029584	-0.02151	-0.0080244	-0.094064	0.077272	-0.00079562	-0.0099515	0	-0.60129	0.45683	0.0032844	-0.0084385	0.35528	-0.15016	-0.0089906	-0.85475	-0.017666	-0.09089	0.15621	-0.28548	-0.55076	-0.072808	0.094056	0.003671	-0.0082755	-0.020687	-0.00097017	-0.092741	-0.0048461	-0.019637	-0.0028448	-0.68396	-0.016154	-0.16447	0.13834	-0.39564	-0.96143	-0.0049844	-0.0023553	0.036512	-0.0029091	-0.0060818	-0.042788	-0.011198	-0.0059333	0.0011093	-0.016017	0.24202	-0.015879	0.0022193	0.28345	-0.008803	-0.011473	-0.012162	0.0039448	-0.59158	-0.0023553	-0.06786	0.10586	-0.018245	0.38944	-0.47621	-0.29615	0.00597	-0.091023	-0.020239	
Deletion Peak 10 - CN values	6q25.3  	chr6:138158106-170805979(probes 657686:677023)    	chr6:155255198-155320028(probes 668575:668620)    	chr6:155288617-155291877(probes 668598:668599)    	0.067277	    0.09189		Actual Copy Change Given	-0.5942	-0.019452	-0.37786	0.021884	0.4657	0.32205	0	-0.0031056	-0.69848	-0.077611	0.11066	0.0043238	-0.55507	-0.0023553	-0.011611	0.029747	-0.55216	0.020623	-0.029584	-0.02151	-0.0080244	-0.0832	0.077272	-0.00079562	-0.0099515	0	-0.61249	0.4777	0.0076392	-0.0084385	0.40094	-0.16548	-0.0089906	0.012237	0.00027728	-0.09089	0.13206	-0.28311	-0.67073	-0.072808	0.094056	-0.0036881	-0.0082755	0.015168	-0.00097017	-0.014227	-0.0048461	-0.019637	-0.0028448	-0.68396	-0.016154	-0.16447	0.13764	0.019223	-0.9936	-0.0049844	-0.0023553	0.014238	-0.008919	-0.0060818	-0.010232	-0.00097017	-0.0059333	0.0011093	-0.016017	0.24202	-0.015879	0.0022193	0.2974	-0.008803	-0.011473	-0.012162	0.0039448	-0.58855	-0.0023553	0.30681	-0.38301	-0.0023553	0.42885	-0.47621	0.013074	0.033831	-0.091023	-0.020239	
Deletion Peak 11 - CN values	8p23.2  	chr8:2166023-6404670(probes 760521:762461)            	chr8:2926897-4996752(probes 760557:762059)            	chr8:1-8399570(probes 759723:763024)                   	2.3154e-05	  2.345e-05		Actual Copy Change Given	0.11534	-0.0069195	-0.51486	0.089127	-0.030404	-0.586	-0.73793	-0.00013862	-0.6992	-0.6578	-0.63622	-0.74313	0.03445	-0.16967	-0.25867	0.046984	-0.5294	0.023286	-1.2929	-0.86257	0.27505	0.53046	0.096491	0.00022009	0.00013863	0.0091705	0.0013868	-0.49319	-0.0016629	0.29867	-0.56495	-0.51342	-0.60786	0.036794	-0.789	0.81708	-0.33562	-0.88465	-0.05551	-0.59351	-0.47964	-0.0047527	-0.34435	0.70964	-0.71114	-0.71283	-0.73556	-0.7084	-0.60661	-0.68607	0.031449	-0.0048461	-0.32758	-0.02968	-1.0067	-0.17297	-0.0078863	-1.2929	-0.45715	-0.0029005	-0.89886	-0.78364	0.0012782	-0.52767	0.0065971	-0.0031859	0.81259	-0.16281	-1.1205	-0.011167	0.0051359	-0.82879	-0.11084	-1.215	0.0086135	-0.70505	-0.0045598	0.0076392	0.026192	-0.67784	-1.0495	-0.15106	-0.2128	0.018523	
Deletion Peak 12 - CN values	8p21.1  	chr8:27991975-28319570(probes 776375:776646)        	chr8:28088768-28198450(probes 776461:776528)        	chr8:28041178-28241305(probes 776423:776566)        	0.0040914	  0.0040914		Actual Copy Change Given	0.11534	-0.0069195	-0.83017	0.097542	-0.030404	-0.57021	-0.72607	-0.00013862	-0.6992	-0.6578	-0.62255	-0.74313	0.03445	-0.16967	-0.25524	0	-0.5294	0.023286	-0.66554	-0.82432	0.27505	0.54189	0.096491	0.00022009	0.00013863	0.0091705	0.0013868	-0.46153	-0.0016629	-0.51938	-0.529	-0.4678	-0.60786	0.0055616	-0.789	0.77945	0.38221	-0.88062	0.049246	-0.59136	-0.45896	-0.0047527	-0.34435	-0.69938	-0.71114	1.3722	-0.73556	-0.018676	-0.60661	-0.6783	0.023004	-0.0048461	-0.32758	-0.018902	-1.0078	0.1628	-0.58333	-0.72694	-0.44167	-0.0029005	-0.89886	-0.76911	0.0012782	-0.52767	0.0065971	-0.0031859	0.83137	-0.16281	-1.1043	-0.0037457	0.0051359	-0.82879	-0.11084	-1.2058	0.0086135	-0.64903	-0.0045598	0.0076392	0.026192	-0.67784	-0.97679	-0.15221	0.31498	0.018523	
Deletion Peak 13 - CN values	9p23    	chr9:7799607-10619051(probes 846959:848667)          	chr9:8310705-10619051(probes 847291:848667)          	chr9:9222893-9225462(probes 847980:847981)            	0.077272	    0.07333		Actual Copy Change Given	-0.54986	0.001895	0.42049	0.017824	0.47272	-0.53744	0.011245	-0.0016629	0.15711	-0.6772	0.14755	-0.009578	-0.53693	0	-0.25298	0.027216	-0.51774	0.038347	-0.01106	-0.0076101	0	-0.078411	-0.029617	0.0011454	0.0022193	-0.0026322	-0.0036308	0.54806	0.0058309	-0.30991	-0.57694	0.41262	0.98225	0.019923	0.00388	-0.48551	-0.43225	-0.56296	0.013964	0.10614	-0.15975	0.0053265	0.0037465	-0.70594	0.0012481	-0.026577	0.00091564	-0.55788	0.006109	-0.66328	0.0086135	0.0069435	-0.26379	-0.014366	-0.0045695	-0.0015243	-0.0022168	-0.0026322	0.0056919	0.0026443	0.012429	0.0076392	-0.0012172	0.015587	-0.0015243	-0.84187	-0.86121	0.001803	-0.34429	-0.0084448	0.0043715	0.0090068	0.0039448	-0.57627	0.27017	-0.4767	-0.0026225	0.011261	-0.50174	0.12579	0.34096	0.034395	-1.1089	0.004719	
Deletion Peak 14 - CN values	9p22.3  	chr9:14718857-15006535(probes 850732:850942)        	chr9:14731527-14911083(probes 850749:850917)        	chr9:14830273-14833402(probes 850834:850835)        	0.20227	     0.2245		Actual Copy Change Given	-0.54986	0.001895	0.24607	0.049114	0.47272	-0.53744	0.0078501	-0.0016629	0.15711	-0.6772	0.14755	-0.009578	-0.53693	0	-0.25298	0.027216	-0.51146	0.038347	-0.01106	-0.0076101	0	-0.078411	-0.029617	0.0011454	0.0022193	-0.0026322	-0.0036308	0.54806	0.0058309	-0.17044	-0.53815	0.41045	0.98225	0.019923	0.01419	-0.47633	-0.35988	-0.56296	0.094481	0.10614	-0.15975	0.0053265	0.0037465	-0.70594	0.0012481	-0.026577	0.00091564	-0.55788	0.006109	-0.66328	0.0086135	-0.16325	-0.26379	-0.014366	-0.0045695	-0.0015243	-0.0029091	-0.0026322	0.0056919	0.0026443	0.012429	0.0076392	-0.0012172	0.015587	-0.0015243	-0.6097	-0.89615	0.001803	-0.34429	-0.0084448	0.0043715	0.0090068	0.0039448	-0.57627	0.27017	-0.4767	-0.0026225	0.0096306	-0.50174	0.13197	0.37068	0.034395	-1.0769	0.004719	
Deletion Peak 15 - CN values	9p21.3  	chr9:21555228-22448738(probes 856200:856738)        	chr9:21959053-21997723(probes 856419:856432)        	chr9:21235195-27398545(probes 855965:859820)        	1.6047e-05	 1.8603e-05		Actual Copy Change Given	-0.54986	0.001895	0.24607	0.011679	0.47272	-0.54058	0.0078501	-0.0016629	0.15711	-0.67856	0.14755	-0.009578	-0.53693	0	-0.50069	0.027216	-0.51146	0.038347	-0.01106	-0.043331	0	-0.078411	-0.029617	0.0011454	0.0022193	-0.0026322	-0.0036308	0.50654	0.00076364	-0.65919	-0.53815	0.55496	0.98225	0.019923	0.01419	-0.47633	-0.35988	-0.56595	0.017182	0.10614	-0.15975	-1.2929	0.0037465	-0.70594	0.0012481	-0.026577	0.00091564	-0.55581	0.006109	-1.2929	0.0086135	-0.29627	-0.31045	-0.014366	-0.0045695	-0.0015243	-0.57999	-0.0026322	0.0056919	0.0026443	0.012429	0.0076392	-0.0012172	0.015587	-0.0015243	-1.2929	-0.8343	0.001803	-0.34429	0.0072155	0.0043715	0.0090068	0.0039448	-0.57627	0.27017	-0.47883	-0.0026225	0.0096306	-0.50174	0.13197	0.30985	0.034395	-1.0789	0.004719	
Deletion Peak 16 - CN values	10q23.31	chr10:85593973-100526765(probes 963659:972683)    	chr10:87817455-88993486(probes 964831:965722)      	chr10:86922799-100510564(probes 964530:972677)    	0.015432	   0.034442		Actual Copy Change Given	-0.50402	0.0054139	-0.038714	-0.02384	-0.016567	-0.55286	0.0012228	0.00055459	-0.685	-0.033814	-0.14773	-1.0216	-0.028081	0.00055459	-0.26745	-0.55005	-0.0073159	0.0020805	-0.037218	-0.005814	-0.00091672	0.38303	0.090299	0.0023254	-0.00055444	0.00083195	0.0020361	0.43108	-0.0030475	-0.0089906	-0.038714	0.049398	0.2697	-0.0035335	-0.041838	0.17694	0.09275	0.0068044	0.12092	-0.074544	0	0.0010222	0.004719	-0.010651	0.0041632	0.01461	0.011121	0.50197	0.0054139	0.016146	0.016985	0.15293	0.30799	-0.4023	-0.0026322	0	-0.0008316	-0.7055	0	-0.0030389	0.021323	-0.7317	-0.81853	0.014051	-0.00041585	-0.62217	0.0034687	0.0034687	0.0095883	0.006659	0.008892	0.01433	0.0022786	0.012341	-0.017529	-0.51331	0.003062	0.0077041	0.27658	0.15614	-0.055903	0.0027745	-0.53987	0.00458	
Deletion Peak 17 - CN values	10q25.1 	chr10:89592540-133797422(probes 966157:993965)    	chr10:107865970-111083326(probes 977189:979058)  	chr10:101589914-114057615(probes 973266:981274)  	0.036236	    0.11474		Actual Copy Change Given	-0.50092	0.0054139	0.023005	-0.81893	-0.016567	-0.55286	0.0012228	0.00055459	-0.68415	-0.65146	-0.13911	-0.012872	-0.028081	0.00055459	0.0019418	-0.55005	0.016286	0.0020805	-0.037898	0.7507	-0.00091672	0.38303	0.090299	0.0023254	-0.00055444	0.00083195	0.0020361	0.50342	-0.0030475	-0.0089906	-0.038714	0.0086135	-0.59195	-0.0035335	0.0062481	0.17694	-0.32182	0.0068044	-0.13925	-0.074544	-0.029175	0.0010222	0.004719	0.020343	0.012891	0.01461	0.011121	0.52865	0.0054139	-0.6667	0.016985	0.15293	0.30799	-0.4023	-0.0026322	0	-0.0008316	-0.7055	0	-0.0030389	0.02806	-0.0015243	0.019813	0.014051	-0.00041585	-0.61643	0.003191	0.0034687	0.022304	0.006659	-0.6916	0.01433	0.0022786	0.046098	-0.017529	-0.56386	0.003062	0.0077041	0.27658	0.1649	-0.055903	0.061794	-0.53987	0.00458	
Deletion Peak 18 - CN values	11p15.5 	chr11:1-534241(probes 993966:993985)                   	chr11:1-516519(probes 993966:993984)                   	chr11:1-549958(probes 993966:993987)                   	0.15523	    0.15523		Actual Copy Change Given	-0.21949	0.00097064	-0.47638	-0.75176	0.41781	0.33425	0.0092942	0.0026357	-0.69866	0.037641	-0.50681	0.070206	-0.4678	0.0029133	0.0080567	0.74613	-0.55005	-0.29638	-1.236	0.003191	-0.0054606	-0.007472	0.098381	0.00072928	0.0054139	-0.00057589	-0.0029622	0.092025	0.00027728	0.2287	-0.033132	0.010424	-0.28108	0.011539	0.0052749	0.47306	0	0.017963	-0.17272	-0.27762	0.037641	-0.01952	0.0056919	-0.64949	0.011539	0.016286	0.010211	-0.85916	0.0075	-0.38795	0.043723	0.0023581	0.016061	0.30898	0.0024969	0	-0.0049844	0.065226	0.014749	-0.0012387	0.031295	-0.0030475	0.005305	0.019363	-0.0022168	-0.22158	0.076279	-0.031905	-0.33168	0	0.0068044	0.006109	-0.0052019	0.41174	0.008892	-0.18798	-0.001099	0.0282	0.40906	-0.24837	-0.11561	0.1283	0.026654	0.012376	
Deletion Peak 19 - CN values	11q12.2 	chr11:50101779-61301885(probes 1024945:1027850)    	chr11:60455533-60547517(probes 1027377:1027418)    	chr11:56244857-61564159(probes 1024946:1027961)    	0.0094273	   0.041651		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	-0.062629	0.29803	-0.72102	0.0026357	-0.72509	0.0062481	0.028613	-0.72281	-0.21726	0.0029133	0.0015255	0.00041593	0.0098669	-0.29791	-0.034904	0.020483	-0.0054606	-0.065984	-0.50528	0.0036046	0.0054139	0.0027364	-0.0029622	0.063795	0.00027728	0.22947	-0.52522	-0.070269	-0.28382	-0.84851	0.0052749	-0.47849	0.017684	-0.037898	-0.58746	-0.25067	-0.017666	-0.0081111	0.0056919	-0.66087	-0.026441	0.04954	0.02377	2.4231	-0.60844	-0.6738	0.073115	-0.010508	-0.30775	0.34265	-0.0022001	0	0	-0.013677	-2.4224e-05	-0.0012387	0.021884	-0.011335	0.005305	0.019363	-0.0022168	0.22145	0.010285	0.0036076	-1.0848	0	0.0039271	0.006109	-0.0052019	0.011923	0.008892	0.161	-0.001099	0.0035448	-0.50394	-0.28291	-0.63112	0.085654	-0.020961	-0.91575	
Deletion Peak 20 - CN values	11q13.1 	chr11:12160914-69500286(probes 1000963:1030882)    	chr11:64817516-65903038(probes 1029463:1029467)    	chr11:62547075-65906791(probes 1028488:1029470)    	0.036474	    0.19321		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	0.46195	0.29803	-0.70649	0.0026357	-0.72509	0.0062481	0.028613	-0.74405	-0.21726	0.0029133	0.0015255	0.060936	0.0068326	-0.29791	1.0648	0.020483	-0.0054606	-0.016841	-0.50528	0.0014228	0.0054139	0.0027364	-0.0029622	0.063795	0.00027728	0.22947	-0.52522	-0.087977	-0.28382	-0.87104	0.0052749	-0.50339	0.017684	-0.02562	-0.96011	-0.25067	0.037076	-0.0081111	0.0056919	-0.67361	-0.026441	0.04954	0.02377	0.34659	-0.60844	-0.029038	0.073115	-0.010508	-0.31161	0.34265	-0.0022001	0	0	0.50516	-2.4224e-05	-0.0012387	0.077574	-0.062092	0.005305	-0.51146	-0.0022168	0.17136	0.064511	0.0036076	-0.71399	0	0.0039271	0.006109	-0.0052019	-0.50113	0.008892	0.161	-0.001099	0.0035448	-0.50394	-0.28291	-0.014228	0.15562	-0.020961	-0.91575	
Deletion Peak 21 - CN values	11q23.3 	chr11:99552405-130320725(probes 1048873:1069809)  	chr11:116634960-116857408(probes 1060015:1060171)	chr11:100019658-135086622(probes 1049238:1072294)	9.0458e-05	  0.0045438		Actual Copy Change Given	-0.20537	0.00097064	-0.76868	-0.81055	-0.081336	-0.55256	-0.72587	0.0026357	-0.69051	0.11242	-0.61902	-0.73908	0.0015255	0.0029133	-0.25576	-1.196	0.57952	-0.29791	-0.62245	-0.82146	-0.0041546	-0.081339	-0.52759	-0.0011805	-0.00032627	0.0027364	0.0012316	-0.42036	0.00027728	-0.27356	-0.52726	-0.44124	0.016885	-0.85242	0.013213	-0.48271	-0.4462	-0.56813	-0.64265	-0.27021	-0.015879	-0.0081111	0.0056919	-0.65193	-0.70514	0.0054145	0.014263	-0.56817	-0.59331	-0.67481	0.024829	-0.012546	0.018064	-0.039529	-0.99715	-0.16993	0	-0.016429	0.003191	-0.0012387	0.060222	-0.00055444	-0.090729	-0.52767	-0.0022168	0.21683	-0.0056757	-0.023977	-0.70997	0.0083288	0.0039271	0.006109	-0.0062029	-0.52351	0.008892	-0.6604	-0.001099	0.0035448	-0.48746	-0.28582	-0.95847	0.063509	-1.0875	-0.93688	
Deletion Peak 22 - CN values	11q25   	chr11:133844778-135086622(probes 1072163:1072294)	chr11:134245688-135086622(probes 1072281:1072294)	chr11:100019658-135086622(probes 1049238:1072294)	2.7596e-05	  0.0014345		Actual Copy Change Given	-0.21145	0.00097064	-0.76868	-0.81055	-0.086386	0.33496	-0.72587	0.0026357	-0.69667	-0.64189	-0.61902	-0.77302	0.0015255	0.0029133	0.017684	0.078582	0.57219	-0.29791	-0.64274	0.76619	-0.0041546	-0.067726	-0.52759	-0.0011805	0.0084743	0.0027364	-0.0033531	-0.46642	0.00027728	-0.27356	-0.54632	-0.46579	-0.35327	-0.87004	0.013213	-0.48271	-0.4462	0.042024	-0.69351	-0.27021	-0.015879	-0.0081111	0.0056919	-0.67811	-0.70514	0.0054145	0.014263	-0.56817	-0.59331	-0.67481	0.024829	0.0052749	0.018064	0.36969	-0.9873	-0.0015243	0	-0.016429	0.003191	-0.0012387	0.012516	-0.00055444	-0.036376	-0.52767	-0.0022168	0.21683	-0.0056757	-0.023977	-0.70997	0.0083288	0.0039271	0.006109	-0.0062029	-0.57242	0.008892	-1.0279	-0.001099	0.0035448	-0.48746	-0.32274	-1.079	0.063509	-1.1029	-0.93688	
